,Olympiad_Participation,Scholarship,School,Fav_sub,Projects,Grasp_pow,Time_sprt,Medals,Career_sprt,Act_sprt,Fant_arts,Won_arts,Time_art,Predicted Hobby
342,1,1,1,2,1,-0.43947024142814195,-0.04850641757804155,0,1,0,1,0.0,-0.2009696074789313,Academics
343,1,1,1,1,0,0.5510455876974631,0.6708217067326878,1,0,0,0,0.0,-0.9861951696346355,Academics
344,1,1,1,3,1,-0.43947024142814195,-0.04850641757804155,1,0,0,0,0.0,-0.9861951696346355,Academics
345,1,1,1,3,1,-1.429986070553747,-0.04850641757804155,0,0,1,0,0.5,-0.2009696074789313,Academics
347,1,1,1,3,1,0.5510455876974631,-1.4871626661995003,1,0,1,1,0.0,-0.9861951696346355,Academics
349,1,1,1,2,1,-2.420501899679352,-0.04850641757804155,1,0,0,0,0.0,0.5842559546767729,Academics
350,1,1,1,1,1,0.5510455876974631,-0.04850641757804155,1,0,1,1,0.0,0.5842559546767729,Academics
351,1,1,1,2,1,-1.429986070553747,0.6708217067326878,0,1,0,0,0.5,0.5842559546767729,Academics
352,1,1,1,2,0,-2.420501899679352,0.6708217067326878,0,0,0,0,0.5,-0.9861951696346355,Academics
353,1,1,1,2,0,-1.429986070553747,-0.7678345418887709,1,0,1,0,0.0,-0.2009696074789313,Academics
354,1,1,1,0,1,-1.429986070553747,-0.04850641757804155,1,0,0,0,0.0,-0.2009696074789313,Academics
355,1,1,1,1,1,-1.429986070553747,1.3901498310434173,0,1,0,0,0.0,-0.9861951696346355,Academics
357,1,1,1,2,1,-0.43947024142814195,-0.04850641757804155,1,1,1,0,0.0,-0.2009696074789313,Academics
358,1,1,1,3,1,0.5510455876974631,-1.4871626661995003,1,0,1,0,0.0,-0.9861951696346355,Academics
359,1,1,1,3,0,0.5510455876974631,-0.7678345418887709,1,0,1,0,0.0,0.5842559546767729,Academics
360,1,1,1,0,1,0.5510455876974631,-1.4871626661995003,1,0,0,1,0.5,-0.9861951696346355,Academics
361,1,1,1,3,1,-0.43947024142814195,1.3901498310434173,1,0,1,0,0.0,-0.2009696074789313,Academics
362,1,1,1,2,1,0.5510455876974631,-0.7678345418887709,0,0,0,1,0.5,-0.9861951696346355,Academics
364,1,1,1,3,1,0.5510455876974631,1.3901498310434173,1,0,1,1,0.0,-0.2009696074789313,Academics
365,1,1,1,0,1,1.5415614168230682,-0.04850641757804155,0,0,1,0,0.0,-0.9861951696346355,Academics
366,1,1,0,2,0,0.5510455876974631,-0.04850641757804155,1,0,0,1,0.0,-0.2009696074789313,Academics
368,1,1,1,3,0,-0.43947024142814195,-1.4871626661995003,0,0,1,0,0.0,-0.2009696074789313,Academics
372,1,1,1,0,0,0.5510455876974631,-0.7678345418887709,1,0,0,1,0.0,-0.2009696074789313,Academics
373,1,1,1,3,0,-1.429986070553747,-0.7678345418887709,1,0,1,1,0.0,-0.9861951696346355,Academics
374,1,1,1,3,1,-2.420501899679352,-0.04850641757804155,1,0,1,0,0.0,-0.9861951696346355,Academics
375,1,1,1,3,1,-1.429986070553747,-0.04850641757804155,1,0,1,1,0.0,2.1547070789881815,Academics
376,1,1,1,2,1,-2.420501899679352,-0.7678345418887709,0,0,0,1,0.0,-0.9861951696346355,Academics
377,1,1,1,1,1,0.5510455876974631,0.6708217067326878,1,0,0,0,0.0,2.1547070789881815,Academics
378,1,1,1,2,0,-0.43947024142814195,-1.4871626661995003,0,0,1,1,0.0,-0.9861951696346355,Academics
379,1,1,1,3,0,0.5510455876974631,-0.04850641757804155,1,0,0,0,0.0,0.5842559546767729,Academics
381,1,1,1,3,0,-0.43947024142814195,-1.4871626661995003,1,0,1,0,0.0,-0.2009696074789313,Academics
382,1,1,1,2,0,-1.429986070553747,-0.04850641757804155,0,0,0,0,0.0,0.5842559546767729,Academics
383,1,1,1,2,1,-0.43947024142814195,-0.7678345418887709,1,0,1,0,0.0,-0.9861951696346355,Academics
384,1,1,1,3,1,-0.43947024142814195,-1.4871626661995003,1,0,1,1,0.0,-0.9861951696346355,Academics
385,1,1,1,3,0,0.5510455876974631,-0.04850641757804155,1,0,1,1,0.0,0.5842559546767729,Academics
386,1,1,1,3,1,0.5510455876974631,0.6708217067326878,1,0,0,1,0.0,-0.9861951696346355,Academics
387,1,1,1,2,0,-0.43947024142814195,-1.4871626661995003,0,0,1,0,0.0,-0.2009696074789313,Academics
388,1,1,1,2,0,1.5415614168230682,-1.4871626661995003,0,0,0,0,0.0,-0.9861951696346355,Academics
389,1,1,1,3,1,-1.429986070553747,-0.04850641757804155,0,0,1,0,0.0,-0.2009696074789313,Academics
391,1,1,1,2,0,1.5415614168230682,-0.04850641757804155,0,0,0,0,0.5,-0.9861951696346355,Academics
392,1,1,1,2,0,-0.43947024142814195,-0.7678345418887709,0,0,0,1,0.0,-0.2009696074789313,Academics
393,1,1,1,0,0,0.5510455876974631,-0.04850641757804155,0,0,1,1,0.0,-0.9861951696346355,Academics
395,1,1,1,2,0,0.5510455876974631,-0.04850641757804155,0,0,1,1,0.0,-0.9861951696346355,Academics
396,1,1,1,2,0,0.5510455876974631,-0.04850641757804155,0,1,1,1,0.0,-0.2009696074789313,Academics
397,1,1,1,2,1,-1.429986070553747,-0.04850641757804155,0,1,1,0,0.0,-0.2009696074789313,Academics
398,1,1,1,1,1,0.5510455876974631,1.3901498310434173,0,1,0,0,0.5,0.5842559546767729,Academics
399,1,1,1,1,0,0.5510455876974631,-0.7678345418887709,1,0,1,0,0.0,-0.2009696074789313,Academics
400,1,1,1,3,0,-0.43947024142814195,1.3901498310434173,0,0,1,1,0.0,-0.9861951696346355,Academics
401,1,1,1,3,1,0.5510455876974631,-0.04850641757804155,1,0,0,0,0.0,0.5842559546767729,Academics
402,1,1,1,2,0,0.5510455876974631,-0.04850641757804155,0,0,1,1,0.0,0.5842559546767729,Academics
404,1,1,1,2,1,-0.43947024142814195,-0.7678345418887709,0,1,0,1,0.0,-0.9861951696346355,Academics
405,1,1,1,1,1,-0.43947024142814195,-0.04850641757804155,1,0,1,1,0.0,0.5842559546767729,Academics
407,1,1,1,2,0,-2.420501899679352,-0.7678345418887709,1,0,1,1,0.0,-0.9861951696346355,Academics
408,1,1,1,2,1,-1.429986070553747,-0.7678345418887709,0,0,0,1,0.5,-0.9861951696346355,Academics
409,1,1,1,2,1,1.5415614168230682,-0.04850641757804155,1,0,1,1,0.0,-0.9861951696346355,Academics
410,1,1,1,1,0,0.5510455876974631,-0.7678345418887709,0,0,1,1,0.0,-0.2009696074789313,Academics
411,1,1,1,0,1,1.5415614168230682,-0.04850641757804155,1,0,1,0,0.0,-0.9861951696346355,Academics
413,1,1,1,2,1,1.5415614168230682,-0.7678345418887709,1,1,1,1,0.0,-0.9861951696346355,Academics
414,1,1,1,0,1,1.5415614168230682,-0.7678345418887709,1,1,1,0,0.0,-0.2009696074789313,Academics
415,1,1,1,3,1,0.5510455876974631,-1.4871626661995003,1,0,1,0,0.0,0.5842559546767729,Academics
416,1,1,1,0,1,-0.43947024142814195,-1.4871626661995003,1,1,1,1,0.5,-0.2009696074789313,Academics
417,1,1,1,3,1,0.5510455876974631,-0.04850641757804155,1,0,1,1,1.0,-0.2009696074789313,Academics
418,1,1,1,3,0,0.5510455876974631,-0.04850641757804155,0,0,0,1,0.5,0.5842559546767729,Academics
420,1,1,1,2,1,0.5510455876974631,-1.4871626661995003,1,1,1,1,0.5,-0.2009696074789313,Academics
422,1,1,1,2,1,1.5415614168230682,1.3901498310434173,1,1,1,0,0.0,-0.9861951696346355,Academics
424,1,1,1,0,1,-0.43947024142814195,-0.04850641757804155,1,1,0,0,1.0,-0.2009696074789313,Academics
426,1,1,1,0,0,0.5510455876974631,-0.7678345418887709,1,0,1,1,0.0,-0.2009696074789313,Academics
427,1,1,1,2,0,0.5510455876974631,-0.7678345418887709,1,0,1,1,0.0,-0.9861951696346355,Academics
429,1,1,1,2,1,-0.43947024142814195,-0.7678345418887709,0,1,1,1,0.0,-0.9861951696346355,Academics
430,1,1,1,3,1,0.5510455876974631,-0.04850641757804155,1,0,1,1,0.0,0.5842559546767729,Academics
431,1,1,1,2,1,0.5510455876974631,0.6708217067326878,1,0,0,0,0.0,-0.9861951696346355,Academics
432,1,1,1,3,0,-0.43947024142814195,-1.4871626661995003,0,0,0,0,0.0,-0.9861951696346355,Academics
433,1,1,1,1,0,0.5510455876974631,-1.4871626661995003,0,0,0,0,1.0,-0.9861951696346355,Academics
434,1,1,1,3,0,-0.43947024142814195,-1.4871626661995003,0,0,1,0,1.0,-0.9861951696346355,Academics
436,1,1,1,3,1,0.5510455876974631,-0.04850641757804155,0,0,0,0,0.5,-0.9861951696346355,Academics
437,1,1,0,0,0,0.5510455876974631,-0.7678345418887709,1,0,1,1,0.0,-0.9861951696346355,Academics
438,1,1,1,3,0,-1.429986070553747,-0.7678345418887709,1,0,1,0,0.0,-0.9861951696346355,Academics
439,1,1,1,3,1,1.5415614168230682,-0.7678345418887709,1,0,1,1,0.5,-0.9861951696346355,Academics
440,1,1,1,2,0,-1.429986070553747,-0.04850641757804155,0,0,1,0,0.0,0.5842559546767729,Academics
442,1,1,1,3,1,-1.429986070553747,-0.04850641757804155,1,0,1,1,0.0,0.5842559546767729,Academics
443,1,1,1,2,1,0.5510455876974631,-0.7678345418887709,0,0,0,1,0.0,-0.2009696074789313,Academics
444,1,1,1,1,1,1.5415614168230682,0.6708217067326878,1,0,0,0,0.0,-0.9861951696346355,Academics
445,1,1,1,2,0,-0.43947024142814195,-0.04850641757804155,1,0,1,0,0.0,-0.9861951696346355,Academics
447,1,1,1,3,0,-0.43947024142814195,-1.4871626661995003,1,0,1,1,0.0,0.5842559546767729,Academics
448,1,0,1,3,1,-1.429986070553747,-0.04850641757804155,1,0,0,1,1.0,0.5842559546767729,Academics
449,1,0,1,2,0,-0.43947024142814195,-0.04850641757804155,0,0,0,0,0.5,-0.2009696074789313,Academics
450,1,1,0,2,0,1.5415614168230682,0.6708217067326878,0,1,1,0,0.0,0.5842559546767729,Academics
451,1,0,1,2,1,-0.43947024142814195,-0.7678345418887709,0,1,0,1,0.0,-0.9861951696346355,Academics
452,1,1,1,0,0,-1.429986070553747,-0.04850641757804155,1,0,0,1,0.5,-0.2009696074789313,Academics
454,1,0,1,2,0,-0.43947024142814195,-0.04850641757804155,1,1,0,1,0.0,0.5842559546767729,Academics
455,1,0,1,3,0,1.5415614168230682,-0.04850641757804155,0,0,1,1,0.0,0.5842559546767729,Academics
456,1,0,1,2,1,-1.429986070553747,1.3901498310434173,1,1,0,0,1.0,-0.9861951696346355,Academics
457,1,0,1,2,1,-1.429986070553747,-0.7678345418887709,1,1,0,1,0.0,-0.2009696074789313,Academics
458,1,0,1,2,0,-0.43947024142814195,1.3901498310434173,0,0,0,0,0.5,-0.9861951696346355,Academics
459,1,0,0,0,0,0.5510455876974631,-0.7678345418887709,1,0,1,0,1.0,-0.9861951696346355,Academics
460,1,1,1,2,0,-0.43947024142814195,1.3901498310434173,0,0,1,1,0.0,0.5842559546767729,Academics
461,1,1,1,3,1,1.5415614168230682,-0.04850641757804155,1,0,1,0,1.0,-0.9861951696346355,Academics
462,1,0,1,2,0,1.5415614168230682,-0.04850641757804155,0,0,1,1,0.0,0.5842559546767729,Academics
463,1,0,1,2,1,-0.43947024142814195,-0.04850641757804155,1,0,1,0,1.0,-0.2009696074789313,Academics
464,1,0,1,2,0,-0.43947024142814195,0.6708217067326878,0,0,0,0,0.5,-0.9861951696346355,Academics
465,1,0,0,0,0,0.5510455876974631,-0.7678345418887709,1,0,1,1,0.5,0.5842559546767729,Academics
466,1,1,1,2,0,0.5510455876974631,-0.7678345418887709,1,0,1,1,0.0,-0.2009696074789313,Academics
467,1,1,0,1,0,0.5510455876974631,-0.04850641757804155,0,0,0,0,0.5,0.5842559546767729,Academics
468,1,1,1,3,1,1.5415614168230682,2.1094779553541465,1,0,0,0,0.0,-0.2009696074789313,Academics
469,1,0,1,0,1,0.5510455876974631,-0.7678345418887709,1,0,1,0,1.0,-0.2009696074789313,Academics
470,1,0,1,3,1,0.5510455876974631,-0.04850641757804155,0,0,1,1,0.5,-0.2009696074789313,Academics
471,1,1,1,3,0,-0.43947024142814195,-0.7678345418887709,0,0,1,1,0.0,0.5842559546767729,Academics
472,1,0,1,3,0,0.5510455876974631,0.6708217067326878,1,0,1,1,0.0,-0.9861951696346355,Academics
474,1,0,1,0,1,-1.429986070553747,0.6708217067326878,1,0,1,0,0.0,-0.9861951696346355,Academics
476,1,1,0,3,0,0.5510455876974631,-0.04850641757804155,0,0,1,0,0.0,0.5842559546767729,Academics
477,1,0,1,2,1,-2.420501899679352,2.1094779553541465,1,0,0,0,1.0,1.3694815168324772,Academics
478,1,0,0,2,0,-1.429986070553747,-0.7678345418887709,0,1,0,1,0.0,-0.9861951696346355,Academics
479,1,0,1,2,0,-2.420501899679352,0.6708217067326878,0,0,0,0,0.5,-0.9861951696346355,Academics
481,1,1,0,1,0,1.5415614168230682,-0.04850641757804155,0,0,0,0,0.5,-0.2009696074789313,Academics
482,1,1,0,2,0,0.5510455876974631,-0.04850641757804155,0,1,1,1,0.0,0.5842559546767729,Academics
483,1,1,1,0,1,-1.429986070553747,2.1094779553541465,1,0,0,0,0.0,-0.2009696074789313,Academics
484,1,0,1,2,1,-0.43947024142814195,0.6708217067326878,0,0,0,0,1.0,-0.9861951696346355,Academics
485,1,1,0,3,0,-1.429986070553747,-0.7678345418887709,0,1,0,1,0.0,-0.9861951696346355,Academics
487,1,0,0,0,1,1.5415614168230682,-1.4871626661995003,0,1,0,1,1.0,-0.9861951696346355,Academics
488,1,1,0,3,0,1.5415614168230682,-0.04850641757804155,1,1,1,1,0.5,-0.9861951696346355,Academics
489,1,0,1,0,0,0.5510455876974631,-0.7678345418887709,1,0,1,0,0.0,0.5842559546767729,Academics
490,1,0,1,0,1,0.5510455876974631,-1.4871626661995003,1,0,0,1,0.5,-0.9861951696346355,Academics
491,1,0,1,3,1,-0.43947024142814195,1.3901498310434173,1,0,1,0,1.0,-0.2009696074789313,Academics
492,1,1,1,0,1,0.5510455876974631,-0.7678345418887709,0,0,0,1,0.5,-0.9861951696346355,Academics
494,1,0,1,0,1,-0.43947024142814195,-0.04850641757804155,1,1,1,0,1.0,-0.2009696074789313,Academics
495,1,0,1,3,1,0.5510455876974631,-1.4871626661995003,1,0,0,0,0.0,-0.9861951696346355,Academics
496,1,0,1,2,0,0.5510455876974631,-0.7678345418887709,1,0,1,1,0.0,0.5842559546767729,Academics
497,1,0,1,3,1,-0.43947024142814195,1.3901498310434173,0,0,1,0,1.0,-0.2009696074789313,Academics
498,1,1,1,2,0,0.5510455876974631,-0.7678345418887709,0,0,0,1,0.5,0.5842559546767729,Academics
499,1,0,1,3,1,-0.43947024142814195,-0.7678345418887709,1,0,1,0,0.0,-0.9861951696346355,Academics
500,1,0,1,3,1,0.5510455876974631,1.3901498310434173,1,0,1,1,0.0,-0.2009696074789313,Academics
501,1,0,1,0,1,1.5415614168230682,-0.04850641757804155,0,0,1,1,0.5,-0.9861951696346355,Academics
502,1,0,1,2,0,0.5510455876974631,-0.04850641757804155,1,0,0,1,0.0,-0.2009696074789313,Academics
503,1,0,1,3,1,0.5510455876974631,-1.4871626661995003,1,0,1,1,0.0,-0.9861951696346355,Academics
504,1,0,1,2,1,0.5510455876974631,0.6708217067326878,1,0,1,1,0.0,-0.9861951696346355,Academics
505,1,0,1,1,0,0.5510455876974631,-1.4871626661995003,0,0,0,0,0.0,-0.9861951696346355,Academics
506,1,0,1,2,0,0.5510455876974631,-1.4871626661995003,0,0,1,0,0.0,-0.2009696074789313,Academics
509,1,0,1,3,0,0.5510455876974631,-0.7678345418887709,1,0,1,1,0.0,-0.9861951696346355,Academics
510,0,0,1,3,1,1.5415614168230682,-0.7678345418887709,1,0,1,1,0.5,-0.9861951696346355,Academics
511,1,0,1,2,0,0.5510455876974631,-0.7678345418887709,0,0,0,1,0.0,-0.2009696074789313,Academics
512,1,0,1,0,1,-1.429986070553747,-0.7678345418887709,1,0,1,0,1.0,-0.9861951696346355,Academics
513,0,0,1,2,1,0.5510455876974631,-1.4871626661995003,0,0,0,0,0.0,-0.2009696074789313,Academics
514,1,0,1,2,1,0.5510455876974631,-0.7678345418887709,1,0,0,0,0.0,-0.9861951696346355,Academics
515,1,1,1,3,1,0.5510455876974631,-1.4871626661995003,0,0,0,1,0.0,-0.9861951696346355,Academics
516,1,0,1,0,1,0.5510455876974631,-0.04850641757804155,1,0,1,0,1.0,-0.2009696074789313,Academics
517,0,0,1,0,1,1.5415614168230682,-0.7678345418887709,1,0,1,0,1.0,-0.9861951696346355,Academics
518,1,0,1,0,1,-1.429986070553747,-0.7678345418887709,1,0,1,0,1.0,-0.2009696074789313,Academics
520,0,0,1,2,0,0.5510455876974631,-1.4871626661995003,0,0,1,1,0.0,-0.2009696074789313,Academics
521,1,1,0,1,0,-0.43947024142814195,-0.7678345418887709,1,0,1,0,0.0,-0.9861951696346355,Academics
522,0,0,1,2,0,-0.43947024142814195,0.6708217067326878,0,0,0,0,0.5,-0.2009696074789313,Academics
523,1,0,1,3,1,1.5415614168230682,0.6708217067326878,0,0,0,0,0.5,-0.9861951696346355,Academics
524,0,1,1,0,0,-1.429986070553747,-0.7678345418887709,1,0,1,1,0.0,-0.9861951696346355,Academics
525,0,0,1,3,1,1.5415614168230682,-0.7678345418887709,1,0,1,1,0.0,-0.9861951696346355,Academics
526,0,0,1,2,0,0.5510455876974631,-0.7678345418887709,0,0,0,1,0.0,-0.2009696074789313,Academics
527,1,1,1,3,0,0.5510455876974631,-0.04850641757804155,1,0,0,1,0.5,-0.9861951696346355,Academics
528,0,0,1,2,0,1.5415614168230682,-0.04850641757804155,0,0,1,1,0.0,0.5842559546767729,Academics
529,1,1,1,3,1,-1.429986070553747,-0.7678345418887709,0,0,1,0,0.0,-0.9861951696346355,Academics
530,1,0,1,2,1,0.5510455876974631,0.6708217067326878,0,1,0,0,0.0,-0.9861951696346355,Academics
531,0,0,1,3,1,0.5510455876974631,-0.04850641757804155,1,0,1,1,0.0,0.5842559546767729,Academics
532,0,0,1,2,1,-0.43947024142814195,0.6708217067326878,0,0,0,1,0.5,-0.9861951696346355,Academics
533,0,1,1,3,0,-0.43947024142814195,-1.4871626661995003,0,0,0,0,0.0,-0.9861951696346355,Academics
534,1,0,1,1,0,0.5510455876974631,0.6708217067326878,1,0,1,1,0.0,-0.9861951696346355,Academics
535,0,0,1,3,0,0.5510455876974631,-0.04850641757804155,0,0,1,0,0.5,-0.2009696074789313,Academics
536,0,0,1,3,1,0.5510455876974631,-0.7678345418887709,0,0,1,0,0.0,-0.9861951696346355,Academics
537,0,0,1,2,1,-1.429986070553747,0.6708217067326878,0,1,0,0,0.5,-0.2009696074789313,Academics
538,0,0,1,3,0,0.5510455876974631,0.6708217067326878,0,0,0,1,0.5,-0.9861951696346355,Academics
539,0,0,0,0,0,0.5510455876974631,-0.7678345418887709,0,0,1,0,0.0,-0.2009696074789313,Academics
540,0,0,1,3,0,0.5510455876974631,-0.7678345418887709,1,0,1,1,0.0,0.5842559546767729,Academics
541,1,0,1,2,0,0.5510455876974631,2.1094779553541465,1,0,1,1,0.0,-0.2009696074789313,Academics
542,1,0,1,2,1,-0.43947024142814195,0.6708217067326878,0,0,1,1,0.0,-0.9861951696346355,Academics
543,1,0,1,2,1,0.5510455876974631,-0.04850641757804155,1,0,1,1,1.0,-0.2009696074789313,Academics
544,1,0,1,3,1,-0.43947024142814195,1.3901498310434173,1,1,0,0,0.0,-0.2009696074789313,Academics
545,1,0,1,3,1,0.5510455876974631,2.1094779553541465,0,0,1,1,1.0,0.5842559546767729,Academics
546,1,1,1,3,0,0.5510455876974631,-0.04850641757804155,1,0,0,0,0.5,1.3694815168324772,Academics
547,1,1,1,3,1,1.5415614168230682,-0.04850641757804155,1,0,1,1,0.0,-0.9861951696346355,Academics
548,0,0,1,3,0,1.5415614168230682,-0.04850641757804155,0,0,1,1,0.0,0.5842559546767729,Academics
549,0,0,1,2,1,-1.429986070553747,0.6708217067326878,0,1,0,0,0.5,0.5842559546767729,Academics
550,0,0,1,2,0,-0.43947024142814195,0.6708217067326878,1,0,0,1,0.5,-0.9861951696346355,Academics
551,0,0,0,0,0,0.5510455876974631,-0.7678345418887709,1,0,1,1,0.0,-0.2009696074789313,Academics
552,1,1,1,2,1,0.5510455876974631,-0.7678345418887709,1,0,1,1,0.0,-0.9861951696346355,Academics
553,0,0,1,2,0,-0.43947024142814195,-0.7678345418887709,1,0,0,0,0.0,0.5842559546767729,Academics
554,1,0,1,2,1,-0.43947024142814195,2.1094779553541465,0,1,0,1,0.0,-0.9861951696346355,Academics
555,0,0,1,1,1,0.5510455876974631,-0.04850641757804155,1,0,1,1,0.0,0.5842559546767729,Academics
556,0,0,1,2,1,0.5510455876974631,0.6708217067326878,1,0,1,1,0.0,-0.9861951696346355,Academics
557,0,1,1,3,0,-0.43947024142814195,-1.4871626661995003,0,0,1,0,0.0,-0.2009696074789313,Academics
558,1,0,1,1,0,0.5510455876974631,-1.4871626661995003,0,0,0,0,0.0,-0.2009696074789313,Academics
559,1,0,1,3,1,-0.43947024142814195,-1.4871626661995003,0,0,1,0,1.0,-0.9861951696346355,Academics
560,0,0,1,2,0,0.5510455876974631,-0.04850641757804155,1,0,1,0,0.0,-0.9861951696346355,Academics
561,0,0,0,0,1,-0.43947024142814195,-0.04850641757804155,0,0,0,0,0.5,-0.2009696074789313,Academics
562,1,1,0,0,0,0.5510455876974631,-0.7678345418887709,1,0,0,1,0.0,-0.9861951696346355,Academics
563,0,0,1,1,1,-1.429986070553747,-0.7678345418887709,1,0,1,1,0.0,-0.9861951696346355,Academics
564,0,0,1,2,0,-1.429986070553747,2.1094779553541465,0,0,1,1,0.0,0.5842559546767729,Academics
565,1,1,1,1,1,1.5415614168230682,-0.04850641757804155,1,0,1,0,0.0,-0.9861951696346355,Academics
567,0,0,1,1,1,0.5510455876974631,-0.7678345418887709,0,0,0,1,0.0,-0.9861951696346355,Academics
568,1,0,1,1,1,1.5415614168230682,0.6708217067326878,1,0,0,0,0.0,-0.9861951696346355,Academics
569,0,0,1,2,0,-0.43947024142814195,-0.04850641757804155,1,0,1,0,0.0,-0.9861951696346355,Academics
570,1,1,1,0,1,-1.429986070553747,-0.04850641757804155,1,0,0,0,0.5,-0.2009696074789313,Academics
572,0,0,1,3,1,0.5510455876974631,-0.04850641757804155,1,0,1,1,0.0,-0.2009696074789313,Academics
573,0,1,1,3,0,-0.43947024142814195,2.1094779553541465,1,0,1,0,0.5,-0.2009696074789313,Academics
575,1,0,1,3,0,-0.43947024142814195,-1.4871626661995003,0,0,1,0,1.0,-0.2009696074789313,Academics
577,0,0,0,3,1,-0.43947024142814195,-0.04850641757804155,1,0,0,0,0.5,-0.9861951696346355,Academics
578,0,0,0,0,0,-1.429986070553747,-0.7678345418887709,1,0,0,0,0.0,-0.9861951696346355,Academics
579,0,0,1,3,0,0.5510455876974631,-0.7678345418887709,1,0,1,1,0.0,-0.9861951696346355,Academics
580,0,0,1,2,0,1.5415614168230682,2.1094779553541465,0,0,1,0,0.0,0.5842559546767729,Academics
581,0,1,1,3,1,1.5415614168230682,-0.04850641757804155,0,0,1,0,0.0,-0.9861951696346355,Academics
582,1,0,1,2,1,-0.43947024142814195,-0.7678345418887709,0,0,0,1,0.0,-0.2009696074789313,Academics
583,0,0,1,3,1,0.5510455876974631,-0.04850641757804155,0,0,1,1,0.0,-0.2009696074789313,Academics
584,0,1,1,3,1,-0.43947024142814195,-0.7678345418887709,0,0,1,0,0.0,-0.9861951696346355,Academics
585,1,0,1,1,0,0.5510455876974631,0.6708217067326878,1,0,0,0,0.0,-0.9861951696346355,Academics
586,0,0,1,3,1,-0.43947024142814195,-0.04850641757804155,0,0,0,0,0.0,-0.9861951696346355,Academics
587,1,0,1,2,1,-1.429986070553747,-0.04850641757804155,0,0,1,0,0.5,-0.2009696074789313,Academics
588,0,0,1,0,1,1.5415614168230682,-0.04850641757804155,0,0,1,1,0.0,-0.9861951696346355,Academics
589,1,0,1,3,0,-0.43947024142814195,0.6708217067326878,0,0,1,1,0.0,-0.2009696074789313,Academics
590,0,0,1,3,1,-0.43947024142814195,-1.4871626661995003,0,0,1,1,0.0,-0.9861951696346355,Academics
591,0,0,1,2,0,0.5510455876974631,0.6708217067326878,0,0,0,0,0.5,-0.2009696074789313,Academics
592,1,0,1,2,0,0.5510455876974631,-0.7678345418887709,1,0,1,0,0.0,-0.9861951696346355,Academics
593,0,0,1,3,0,-0.43947024142814195,0.6708217067326878,0,0,0,0,0.5,-0.9861951696346355,Academics
594,0,1,0,0,1,1.5415614168230682,-0.7678345418887709,1,0,1,1,0.0,-0.2009696074789313,Academics
596,1,0,1,1,0,0.5510455876974631,-0.7678345418887709,0,0,1,1,0.0,-0.9861951696346355,Academics
597,1,0,0,3,0,-0.43947024142814195,1.3901498310434173,0,0,0,0,0.5,-0.9861951696346355,Academics
598,0,0,0,0,0,0.5510455876974631,-0.7678345418887709,1,0,1,0,1.0,-0.9861951696346355,Academics
599,1,1,1,2,0,-0.43947024142814195,1.3901498310434173,0,0,1,1,0.0,-0.2009696074789313,Academics
600,0,1,1,3,1,1.5415614168230682,-0.04850641757804155,1,0,1,0,1.0,-0.9861951696346355,Academics
601,0,0,0,3,0,0.5510455876974631,-0.04850641757804155,0,0,1,1,0.0,0.5842559546767729,Academics
602,1,0,1,0,1,1.5415614168230682,1.3901498310434173,1,1,1,0,0.0,-0.9861951696346355,Academics
603,0,0,1,2,0,-0.43947024142814195,0.6708217067326878,0,0,0,0,0.5,-0.9861951696346355,Academics
604,1,0,0,0,0,-1.429986070553747,-0.7678345418887709,1,0,1,1,1.0,-0.9861951696346355,Academics
605,0,1,1,2,0,0.5510455876974631,-0.7678345418887709,1,0,1,1,0.0,-0.2009696074789313,Academics
606,1,1,0,1,0,0.5510455876974631,-0.04850641757804155,0,0,0,0,0.5,-0.2009696074789313,Academics
607,1,1,1,0,1,1.5415614168230682,2.1094779553541465,1,0,0,0,0.0,-0.2009696074789313,Academics
608,1,0,1,2,0,0.5510455876974631,-0.04850641757804155,1,0,1,1,1.0,-0.2009696074789313,Academics
609,1,0,0,0,1,-1.429986070553747,-0.7678345418887709,1,0,1,0,1.0,-0.9861951696346355,Academics
610,0,0,1,2,1,-0.43947024142814195,-1.4871626661995003,0,0,0,1,0.0,-0.9861951696346355,Academics
611,1,0,0,2,1,-0.43947024142814195,-0.7678345418887709,1,0,0,1,0.0,1.3694815168324772,Academics
612,1,0,1,3,0,-0.43947024142814195,-1.4871626661995003,0,0,0,1,0.0,-0.9861951696346355,Academics
613,1,1,0,3,1,-0.43947024142814195,-0.7678345418887709,1,1,1,0,0.5,-0.9861951696346355,Academics
614,1,1,1,2,1,1.5415614168230682,1.3901498310434173,1,1,1,0,0.0,1.3694815168324772,Academics
615,1,0,0,2,1,-0.43947024142814195,-0.7678345418887709,0,1,0,1,0.0,0.5842559546767729,Academics
616,0,0,1,0,0,-0.43947024142814195,-0.04850641757804155,1,1,1,0,1.0,0.5842559546767729,Academics
617,0,0,0,1,1,0.5510455876974631,-0.7678345418887709,1,0,0,0,0.0,-0.9861951696346355,Academics
618,1,0,0,3,1,1.5415614168230682,-0.04850641757804155,0,0,0,0,1.0,-0.2009696074789313,Academics
619,1,0,0,2,0,0.5510455876974631,-0.7678345418887709,1,0,1,1,0.0,0.5842559546767729,Academics
620,1,0,0,2,1,-0.43947024142814195,-1.4871626661995003,1,0,0,1,0.5,-0.9861951696346355,Academics
621,1,1,1,1,1,-0.43947024142814195,-0.7678345418887709,1,0,1,1,1.0,-0.9861951696346355,Academics
